Remision,Consignatario,Fecha Entrega,Fecha documento,Fecha Elaboracion,Cantidad,SKU,Unidad de medida,Descripcion,Creador,Estado,Proveedor Foraneo,PU Proveedor,Vigencia Pu,**Subtotal Opl**,IVA OPL,IEPS OPL,**Total OPL**
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,ABA1032,PIEZA,CHILE JALAPEÑO EN RAJAS EN VINAGRE DE 380 GRS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $94.50 , $-   , $-   , $94.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2,ABA3992,PIEZA,CONCENTRADO DE JAMAICA BOTELLA DE 750 ML (**) (*),MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,46.9,31/03/2026, $93.80 , $15.01 , $7.50 , $116.31 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,ABA355,PIEZA,CONSOMÉ DE POLLO POLVO 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,168.8,31/03/2026, $168.80 , $-   , $-   , $168.80 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,ABA413,PIEZA,ELOTE DORADO 410 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,12.7,31/03/2026, $38.10 , $-   , $-   , $38.10 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,PSEC71,KILO,FLOR DE JAMAICA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,203,31/03/2026, $203.00 , $-   , $-   , $203.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2,ABA447,PIEZA,"FRIJOL NEGRO, PQT. DE 900 GRS.",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.4,31/03/2026, $66.80 , $-   , $-   , $66.80 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,ABA471,PIEZA,GALLETA HABANERA INTEGRAL 468 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,39.9,31/03/2026, $39.90 , $-   , $-   , $39.90 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,ABA480,PIEZA,GALLETAS SALADAS 504 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,55.3,31/03/2026, $55.30 , $-   , $-   , $55.30 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,5,LI3046,PIEZA,"GELATINA ELABORADA SABOR UVA, PZA DE 100 GRS. (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,3.3,31/03/2026, $16.50 , $-   , $1.32 , $17.82 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,5,ABA3271,PIEZA,"JUGO EN ENVASE TETRA PACK SABOR MANZANA, PZA. DE 1 LT (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,24.5,31/03/2026, $122.50 , $-   , $9.80 , $132.30 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,ABA1990,PIEZA,MAYONESA CON LIMÓN 725 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,94,31/03/2026, $94.00 , $-   , $-   , $94.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,PANIN19,PIEZA,MEDIA NOCHES 340 GRS. C/8 PIEZAS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,43.4,31/03/2026, $130.20 , $-   , $-   , $130.20 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2,PANIN9,PIEZA,PAN DE CAJA BLANCO GRANDE 620 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,48.3,31/03/2026, $96.60 , $-   , $-   , $96.60 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,51,31/03/2026, $102.00 , $-   , $-   , $102.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,ABA822,PIEZA,PASTA CODO 1 BOL. 200 GRS..,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $20.70 , $-   , $-   , $20.70 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,ABA831,PIEZA,PASTA FIDEO 1 BOL. 200 GRS..,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $20.70 , $-   , $-   , $20.70 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,ABA848,PIEZA,PASTA SPAGHETI  BOL. 200,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $20.70 , $-   , $-   , $20.70 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,ABA5455,PIEZA,TE DE LIMÓN CAJA C/96 SOBRES,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,59.5,31/03/2026, $59.50 , $-   , $-   , $59.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,37,31/03/2026, $111.00 , $-   , $-   , $111.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,CERDO41,KILO,CODILLO DE CERDO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,80.5,31/03/2026, $241.50 , $-   , $-   , $241.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.5,RES174,KILO,MOLIDA DE RES 80/20,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,226.1,31/03/2026, $113.05 , $-   , $-   , $113.05 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,6,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,129.5,31/03/2026, $777.00 , $-   , $-   , $777.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,EMB9,PIEZA,"JAMÓN DE PAVO REBANADO, PQT. DE 1 KG",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,182,31/03/2026, $182.00 , $-   , $-   , $182.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,EMB33,PIEZA,"SALCHICHA PAVO, PQT. DE 1 KG",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,101.5,31/03/2026, $101.50 , $-   , $-   , $101.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,FRU23,KILO,GUAYABA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,45.5,31/03/2026, $68.25 , $-   , $-   , $68.25 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,LI2897,KILO,LIMÓN SIN SEMILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,FRU36,KILO,MANDARINA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,17.5,31/03/2026, $17.50 , $-   , $-   , $17.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,FRU45,KILO,MANZANA AMARILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,73.5,31/03/2026, $110.25 , $-   , $-   , $110.25 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.8,FRU51,KILO,MELÓN CHINO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,27.3,31/03/2026, $49.14 , $-   , $-   , $49.14 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.5,FRU55,KILO,NARANJA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,39.2,31/03/2026, $19.60 , $-   , $-   , $19.60 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,FRU56,KILO,PAPAYA MARADOL,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,34.3,31/03/2026, $51.45 , $-   , $-   , $51.45 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,FRU57,KILO,PERA ANJOU,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,66.5,31/03/2026, $66.50 , $-   , $-   , $66.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,FRU58,KILO,PIÑA ESMERALDA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $47.25 , $-   , $-   , $47.25 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.5,FRU63,KILO,PLÁTANO TABASCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,24.5,31/03/2026, $12.25 , $-   , $-   , $12.25 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.5,FRU77,KILO,UVA VERDE SIN SEMILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,115.5,31/03/2026, $57.75 , $-   , $-   , $57.75 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,5,ABA522,KILO,HUEVO BLANCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $262.50 , $-   , $-   , $262.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,LAC9,PIEZA,"CREMA ACIDA, PZA. DE 900 ML",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $52.50 , $-   , $-   , $52.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,6,ABA551,PIEZA,LECHE ULTRAPAUSTERIZADA DESLACTOSADA 1 LT,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,26.5,31/03/2026, $159.00 , $-   , $-   , $159.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,LAC24,KILO,"QUESO AMARILLO TIPO AMERICANO, REBANADA DE 18 GRS.",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,154,31/03/2026, $154.00 , $-   , $-   , $154.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,6,LAC32,PIEZA,"QUESO PANELA, PQT. DE 1 KG",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,136.5,31/03/2026, $819.00 , $-   , $-   , $819.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,PESM94,KILO,FILETE TILAPIA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,168,31/03/2026, $168.00 , $-   , $-   , $168.00 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,5,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,20.3,31/03/2026, $101.50 , $-   , $-   , $101.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.25,VER3,KILO,AJO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,98.7,31/03/2026, $24.68 , $-   , $-   , $24.68 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,VER14,KILO,CALABACITA ITALIANA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,25.2,31/03/2026, $25.20 , $-   , $-   , $25.20 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,VER16,KILO,CEBOLLA BLANCA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,37.8,31/03/2026, $56.70 , $-   , $-   , $56.70 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1.5,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,21,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,21,31/03/2026, $10.50 , $-   , $-   , $10.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,0.8,VER51,KILO,EJOTE FRESCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $25.20 , $-   , $-   , $25.20 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,4.5,VER96,KILO,JITOMATE SALADET,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.6,31/03/2026, $151.20 , $-   , $-   , $151.20 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2,VER103,KILO,LECHUGA ROMANA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.6,31/03/2026, $67.20 , $-   , $-   , $67.20 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,VER111,KILO,NOPALES SIN ESPINAS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,3,VER115,KILO,PAPA BLANCA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $94.50 , $-   , $-   , $94.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,VER127,KILO,PEPINO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,22.4,31/03/2026, $22.40 , $-   , $-   , $22.40 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,1,VER36,KILO,PIMIENTO MORRÓN VERDE,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $52.50 , $-   , $-   , $52.50 
SLP26-116,UNIDAD MATEHUALA,02/03/2026,02/03/2026,02/03/2026,2.5,VER150,KILO,ZANAHORIA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,19.6,31/03/2026, $49.00 , $-   , $-   , $49.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,ABA3068,PIEZA,ACEITE DE CANOLA DE 1 LT,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,47,31/03/2026, $141.00 , $-   , $-   , $141.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,PSEC3,KILO,AJO EN POLVO ,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,135,31/03/2026, $135.00 , $-   , $-   , $135.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA4554,PIEZA,ALIMENTO INFANTIL CEREAL ARROZ 270 GRS. (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,83,31/03/2026, $166.00 , $-   , $13.28 , $179.28 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA947,PIEZA,CAFÉ TOSTADO Y MOLIDO DE 400 GRS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,244,31/03/2026, $244.00 , $-   , $-   , $244.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA250,PIEZA,CHAMPIÑONES ENTEROS 380 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,48,31/03/2026, $96.00 , $-   , $-   , $96.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,ABA1032,PIEZA,CHILE JALAPEÑO EN RAJAS EN VINAGRE DE 380 GRS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,42,31/03/2026, $126.00 , $-   , $-   , $126.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA413,PIEZA,ELOTE DORADO 410 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,24,31/03/2026, $24.00 , $-   , $-   , $24.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA423,PIEZA,ENSALADA DE VERDURAS 410 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,28,31/03/2026, $28.00 , $-   , $-   , $28.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,PSEC71,KILO,FLOR DE JAMAICA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,190,31/03/2026, $190.00 , $-   , $-   , $190.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA3085,PIEZA,HARINA DE TRIGO 1KG,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,28,31/03/2026, $56.00 , $-   , $-   , $56.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA1390,PIEZA,"HARINA PARA HOT CAKES, PQT. DE 800 GR. (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,39.2,31/03/2026, $78.40 , $-   , $6.27 , $84.67 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA3267,PIEZA,"JUGO EN ENVASE TETRA PACK SABOR FRESA, DURAZNO, PZA. DE 1 LT (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,32.2,31/03/2026, $64.40 , $-   , $5.15 , $69.55 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA3271,PIEZA,"JUGO EN ENVASE TETRA PACK SABOR MANZANA, PZA. DE 1 LT (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,32.2,31/03/2026, $64.40 , $-   , $5.15 , $69.55 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,ABA546,PIEZA,LECHE CONDENSADA 375 GRS. (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,40.4,31/03/2026, $121.20 , $-   , $9.70 , $130.90 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,ABA1505,PIEZA,LECHE EVAPORADA LIQUIDA 360 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,30.8,31/03/2026, $92.40 , $-   , $-   , $92.40 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,LAC34,PIEZA,MAÍZ POZOLERO 1 KG,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,30,31/03/2026, $120.00 , $-   , $-   , $120.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA1990,PIEZA,MAYONESA CON LIMÓN 725 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,90,31/03/2026, $180.00 , $-   , $-   , $180.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,6,ABA591,PIEZA,MEDIA CREMA 225 ML,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,23.8,31/03/2026, $142.80 , $-   , $-   , $142.80 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA5452,PIEZA,MOSTAZA 870 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,105,31/03/2026, $105.00 , $-   , $-   , $105.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,6,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,70,31/03/2026, $420.00 , $-   , $-   , $420.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,PSEC81,KILO,PAN MOLIDO 1 KILO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,123,31/03/2026, $246.00 , $-   , $-   , $246.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,PANIN6,PIEZA,PAN TOSTADO 210 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,51.8,31/03/2026, $51.80 , $-   , $-   , $51.80 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,ABA818,PIEZA,PASTA CARACOL 2 BOL. 200 GRS..,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,16.8,31/03/2026, $67.20 , $-   , $-   , $67.20 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,ABA814,PIEZA,PASTA CODO 2 BOL. 200 GRS..,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,13.8,31/03/2026, $55.20 , $-   , $-   , $55.20 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,ABA848,PIEZA,PASTA SPAGHETI  BOL. 200,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,16.8,31/03/2026, $50.40 , $-   , $-   , $50.40 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA743,PIEZA,SAL DE MESA YODATADA 1 KG,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,27,31/03/2026, $27.00 , $-   , $-   , $27.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,ABA4351,PIEZA,"SALSA CÁTSUP 1,000 GRS.",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,51.8,31/03/2026, $51.80 , $-   , $-   , $51.80 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,PANIN30,PIEZA,TOSTADA HORNEADA CLÁSICA 360 GR.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,58,31/03/2026, $232.00 , $-   , $-   , $232.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,ABA2622,PIEZA,TOTOPO DE MAÍZ 280 GRS. (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,46,31/03/2026, $92.00 , $-   , $7.36 , $99.36 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,RES28,KILO,BISTEC DE BOLA DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,236.25,31/03/2026, $945.00 , $-   , $-   , $945.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,CERDO28,KILO,CHULETA DE CERDO AHUMADA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,144.25,31/03/2026, $577.00 , $-   , $-   , $577.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,CERDO54,KILO,COSTILLA DE CERDO EN TROZOS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,182.25,31/03/2026, $729.00 , $-   , $-   , $729.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,6,POLLO11,KILO,FAJITAS DE POLLO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,185,31/03/2026," $1,110.00 ", $-   , $-   ," $1,110.00 "
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,RES118,KILO,FAJITAS DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,236.25,31/03/2026, $945.00 , $-   , $-   , $945.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,6,CERDO93,KILO,LOMO DE CERDO SIN HUESO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,140,31/03/2026, $840.00 , $-   , $-   , $840.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,5,RES167,KILO,MILANESA DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,209.25,31/03/2026," $1,046.25 ", $-   , $-   ," $1,046.25 "
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,RES174,KILO,MOLIDA DE RES 80/20,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,209.25,31/03/2026, $837.00 , $-   , $-   , $837.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,9,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,110.7,31/03/2026, $996.30 , $-   , $-   , $996.30 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,3,EMB9,PIEZA,"JAMÓN DE PAVO REBANADO, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,224,31/03/2026, $672.00 , $-   , $-   , $672.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,2,EMB33,PIEZA,"SALCHICHA PAVO, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,98,31/03/2026, $196.00 , $-   , $-   , $196.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,1,EMB65,PIEZA,"TOCINO REBANADO, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,200,31/03/2026, $200.00 , $-   , $-   , $200.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,5,LI2897,KILO,LIMÓN SIN SEMILLA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,40,31/03/2026, $200.00 , $-   , $-   , $200.00 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,FRU49,KILO,MANZANA RAYADA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,53.2,31/03/2026, $212.80 , $-   , $-   , $212.80 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,FRU51,KILO,MELÓN CHINO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,37.24,31/03/2026, $148.96 , $-   , $-   , $148.96 
BCS26-127,UNIDAD  SAN JOSÉ DEL CABO,02/03/2026,02/03/2026,25/02/2026,4,FRU56,KILO,PAPAYA MARADOL,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,45.9,31/03/2026, $183.60 , $-   , $-   , $183.60 
